image_number,number_of_paths
136,"(array([22, 30]), array([105,   5]))"
136,"(array([91, 43]), array([ 1, 44]))"
136,"(array([ 34, 117]), array([  3, 105]))"
136,"(array([ 4, 78]), array([  5, 108]))"
136,"(array([44, 98]), array([ 5, 88]))"
137,"(array([13, 62]), array([ 0, 48]))"
137,"(array([110,  77]), array([19, 57]))"
137,"(array([ 3, 30]), array([112,  26]))"
137,"(array([20, 12]), array([115,  72]))"
137,"(array([110,  51]), array([ 1, 34]))"
137,"(array([115,  56]), array([11, 63]))"
137,"(array([108,  45]), array([ 8, 36]))"
137,"(array([32, 54]), array([112,  18]))"
137,"(array([112,  28]), array([24, 53]))"
137,"(array([101,  95]), array([14, 30]))"
137,"(array([15, 52]), array([109,  41]))"
137,"(array([100,  94]), array([26, 50]))"
137,"(array([113, 112]), array([ 4, 30]))"
137,"(array([ 97, 101]), array([ 5, 55]))"
137,"(array([15, 43]), array([99, 60]))"
137,"(array([ 5, 33]), array([109,  43]))"
137,"(array([113,  48]), array([15, 63]))"
137,"(array([103, 114]), array([45, 15]))"
137,"(array([ 4, 55]), array([100,  93]))"
137,"(array([115,  19]), array([45, 78]))"
137,"(array([116,  32]), array([20, 19]))"
137,"(array([109,  82]), array([31, 45]))"
137,"(array([32, 56]), array([115,  35]))"
137,"(array([10, 81]), array([101, 105]))"
137,"(array([ 9, 12]), array([105,  67]))"
137,"(array([44, 14]), array([104,  57]))"
137,"(array([104,  49]), array([10, 42]))"
137,"(array([109,  13]), array([30, 34]))"
137,"(array([118, 108]), array([4, 6]))"
137,"(array([117,   4]), array([ 7, 40]))"
137,"(array([118,  69]), array([11, 22]))"
137,"(array([116, 112]), array([24, 78]))"
137,"(array([112,  53]), array([18, 30]))"
137,"(array([ 5, 59]), array([107,  84]))"
137,"(array([112, 114]), array([17, 60]))"
137,"(array([113,  11]), array([29, 32]))"
137,"(array([111,  14]), array([ 3, 29]))"
137,"(array([ 2, 54]), array([118,  12]))"
137,"(array([28, 52]), array([116,  29]))"
137,"(array([116,  47]), array([35, 70]))"
137,"(array([116,  35]), array([13,  9]))"
137,"(array([ 7, 55]), array([110,  45]))"
137,"(array([ 7, 51]), array([90, 82]))"
137,"(array([33, 76]), array([110,  51]))"
137,"(array([ 0, 84]), array([115,  38]))"
137,"(array([111,  38]), array([22, 67]))"
137,"(array([102,  68]), array([ 7, 13]))"
137,"(array([104,  86]), array([12, 80]))"
137,"(array([114,   6]), array([18, 54]))"
137,"(array([110,  43]), array([26, 68]))"
137,"(array([100,  74]), array([ 7, 27]))"
137,"(array([109,  53]), array([23, 37]))"
137,"(array([39, 66]), array([111,  80]))"
137,"(array([13, 32]), array([93, 79]))"
137,"(array([5, 6]), array([111,  51]))"
137,"(array([114,  95]), array([111,  12]))"
137,"(array([19, 83]), array([103,  84]))"
137,"(array([104,  58]), array([47,  5]))"
137,"(array([23, 84]), array([103,  65]))"
137,"(array([ 3, 52]), array([100,  44]))"
137,"(array([109,  23]), array([32, 46]))"
137,"(array([41, 40]), array([118,  11]))"
137,"(array([ 4, 34]), array([105,  49]))"
137,"(array([100,  97]), array([ 6, 28]))"
137,"(array([114,  37]), array([12, 23]))"
137,"(array([27, 72]), array([103,  41]))"
137,"(array([115,  56]), array([ 7, 72]))"
137,"(array([99, 56]), array([22, 70]))"
137,"(array([19, 56]), array([90, 83]))"
137,"(array([28, 74]), array([113,  18]))"
137,"(array([103,  67]), array([ 5, 15]))"
137,"(array([ 5, 78]), array([97, 76]))"
137,"(array([117,   9]), array([46, 25]))"
137,"(array([101,  84]), array([25, 64]))"
137,"(array([33, 65]), array([114,   8]))"
137,"(array([104,  86]), array([29, 82]))"
137,"(array([113,  40]), array([45, 33]))"
137,"(array([19, 66]), array([46, 32]))"
137,"(array([48,  4]), array([109,  41]))"
137,"(array([ 9, 47]), array([116,  52]))"
137,"(array([110,  60]), array([ 4, 26]))"
137,"(array([115,  10]), array([ 1, 51]))"
137,"(array([104, 114]), array([ 1, 25]))"
137,"(array([116,  18]), array([ 6, 40]))"
137,"(array([91, 98]), array([ 96, 102]))"
137,"(array([19, 19]), array([103,  43]))"
137,"(array([17, 31]), array([113,  63]))"
137,"(array([30, 66]), array([109,  52]))"
137,"(array([14, 59]), array([118,  62]))"
137,"(array([108,  81]), array([31, 69]))"
137,"(array([102,  99]), array([25, 12]))"
137,"(array([92, 83]), array([ 7, 22]))"
137,"(array([29, 80]), array([99, 56]))"
137,"(array([54, 11]), array([105,  69]))"
137,"(array([113,  52]), array([13, 15]))"
137,"(array([111,  70]), array([ 8, 11]))"
137,"(array([ 0, 17]), array([111,  82]))"
137,"(array([ 3, 35]), array([43, 20]))"
137,"(array([54,  2]), array([109,  83]))"
137,"(array([19, 20]), array([12,  2]))"
137,"(array([ 9, 83]), array([117,  17]))"
137,"(array([30, 52]), array([105,  10]))"
137,"(array([27, 73]), array([113,  58]))"
137,"(array([14, 40]), array([116,  28]))"
137,"(array([101,  59]), array([27, 74]))"
137,"(array([ 3, 69]), array([102,  40]))"
137,"(array([112,  51]), array([ 8, 68]))"
137,"(array([3, 4]), array([107,  59]))"
137,"(array([116, 109]), array([ 1, 65]))"
137,"(array([17, 72]), array([112,  56]))"
137,"(array([51,  4]), array([14, 17]))"
137,"(array([108,  78]), array([ 2, 17]))"
137,"(array([22, 41]), array([116,  16]))"
137,"(array([105, 101]), array([ 2, 52]))"
137,"(array([16, 66]), array([ 97, 106]))"
137,"(array([31, 44]), array([103,  77]))"
137,"(array([54,  1]), array([110,  74]))"
137,"(array([96, 97]), array([29, 76]))"
137,"(array([49,  1]), array([11, 37]))"
137,"(array([ 3, 50]), array([103,  71]))"
138,"(array([17, 53]), array([117,  23]))"
138,"(array([111, 110]), array([ 20, 102]))"
138,"(array([60,  9]), array([ 0, 93]))"
138,"(array([74, 17]), array([112,  36]))"
138,"(array([45, 99]), array([ 3, 56]))"
138,"(array([ 92, 101]), array([73, 11]))"
138,"(array([114,  33]), array([75, 70]))"
138,"(array([72, 63]), array([41,  0]))"
138,"(array([109,  40]), array([ 9, 68]))"
138,"(array([48,  0]), array([77,  1]))"
138,"(array([24, 62]), array([ 0, 83]))"
138,"(array([34, 30]), array([ 0, 75]))"
138,"(array([57, 70]), array([ 0, 85]))"
138,"(array([ 71, 114]), array([116,  38]))"
138,"(array([49, 77]), array([100,  89]))"
138,"(array([118,  19]), array([ 3, 79]))"
138,"(array([79, 94]), array([47,  1]))"
138,"(array([78, 87]), array([75,  8]))"
138,"(array([22, 41]), array([39,  5]))"
138,"(array([67, 93]), array([118,  19]))"
138,"(array([77, 63]), array([117,  17]))"
138,"(array([63, 92]), array([72, 37]))"
138,"(array([56, 90]), array([ 6, 66]))"
138,"(array([12, 31]), array([100, 101]))"
138,"(array([41, 16]), array([39, 80]))"
138,"(array([64, 45]), array([64, 10]))"
138,"(array([63, 49]), array([32, 14]))"
139,"(array([75, 11]), array([58, 68]))"
139,"(array([51, 57]), array([28, 29]))"
139,"(array([ 7, 42]), array([84, 88]))"
139,"(array([24, 70]), array([33, 28]))"
139,"(array([46, 59]), array([11, 16]))"
139,"(array([41, 26]), array([45, 92]))"
139,"(array([50, 74]), array([55, 23]))"
139,"(array([71, 67]), array([18, 10]))"
139,"(array([37, 80]), array([90, 14]))"
139,"(array([40,  3]), array([34, 84]))"
139,"(array([33, 29]), array([70, 82]))"
139,"(array([73, 19]), array([58, 78]))"
139,"(array([81, 79]), array([ 0, 40]))"
139,"(array([ 6, 26]), array([26, 80]))"
139,"(array([49, 72]), array([31, 10]))"
139,"(array([86,  1]), array([77, 73]))"
139,"(array([93,  4]), array([79, 75]))"
139,"(array([60, 78]), array([ 3, 51]))"
139,"(array([28, 68]), array([11,  3]))"
139,"(array([73, 75]), array([10, 48]))"
139,"(array([15, 30]), array([89,  0]))"
139,"(array([70, 69]), array([91,  0]))"
139,"(array([15, 20]), array([26, 84]))"
139,"(array([65, 27]), array([40, 95]))"
139,"(array([80, 69]), array([ 1, 40]))"
139,"(array([21, 58]), array([24, 74]))"
139,"(array([32, 82]), array([15, 27]))"
139,"(array([63, 81]), array([83,  5]))"
139,"(array([30, 57]), array([74,  8]))"
139,"(array([10, 25]), array([79, 79]))"
139,"(array([14, 20]), array([43, 78]))"
139,"(array([13, 41]), array([34, 67]))"
139,"(array([31, 31]), array([64, 68]))"
139,"(array([31, 69]), array([ 2, 43]))"
139,"(array([81, 80]), array([42, 32]))"
139,"(array([26, 78]), array([75, 11]))"
139,"(array([29, 92]), array([ 0, 49]))"
139,"(array([43, 97]), array([18,  8]))"
139,"(array([52, 72]), array([12, 51]))"
139,"(array([58, 69]), array([37, 25]))"
139,"(array([70, 17]), array([39, 93]))"
139,"(array([21, 24]), array([26, 74]))"
139,"(array([76,  9]), array([70, 68]))"
139,"(array([89, 15]), array([61, 71]))"
139,"(array([24, 30]), array([87,  7]))"
139,"(array([35, 59]), array([88,  6]))"
139,"(array([84, 83]), array([65, 29]))"
139,"(array([64, 29]), array([92, 88]))"
139,"(array([89, 13]), array([89, 81]))"
139,"(array([11, 47]), array([22, 77]))"
139,"(array([43, 74]), array([15, 30]))"
139,"(array([78, 23]), array([45, 92]))"
139,"(array([33, 22]), array([75, 76]))"
139,"(array([50, 68]), array([18, 32]))"
139,"(array([55, 63]), array([68, 16]))"
139,"(array([51, 59]), array([14, 31]))"
139,"(array([34, 88]), array([ 7, 44]))"
139,"(array([ 5, 36]), array([30, 71]))"
139,"(array([69, 65]), array([ 8, 54]))"
139,"(array([64, 72]), array([20, 19]))"
139,"(array([58, 18]), array([41, 87]))"
139,"(array([ 7, 13]), array([37, 97]))"
139,"(array([38, 67]), array([28, 28]))"
139,"(array([47, 23]), array([72, 69]))"
139,"(array([71, 57]), array([ 4, 27]))"
139,"(array([79,  3]), array([63, 62]))"
139,"(array([93,  2]), array([ 2, 37]))"
139,"(array([84, 11]), array([33, 67]))"
139,"(array([64, 27]), array([54, 75]))"
139,"(array([12, 17]), array([39, 62]))"
139,"(array([23, 61]), array([47, 16]))"
139,"(array([27, 59]), array([40, 31]))"
139,"(array([49, 86]), array([39,  7]))"
139,"(array([83, 80]), array([85,  4]))"
139,"(array([87, 91]), array([44, 18]))"
139,"(array([92, 95]), array([82,  4]))"
139,"(array([71, 24]), array([73, 73]))"
139,"(array([26, 77]), array([ 0, 44]))"
139,"(array([77, 72]), array([ 7, 52]))"
139,"(array([86,  6]), array([76, 72]))"
139,"(array([32, 83]), array([94,  0]))"
139,"(array([43, 84]), array([45, 14]))"
139,"(array([49,  8]), array([46, 73]))"
139,"(array([86, 83]), array([51,  8]))"
139,"(array([49, 18]), array([23, 79]))"
139,"(array([34, 88]), array([63, 19]))"
139,"(array([70, 79]), array([65, 21]))"
14,"(array([38, 94]), array([ 9, 23]))"
14,"(array([101,   6]), array([12, 34]))"
14,"(array([84, 69]), array([19,  9]))"
14,"(array([74, 71]), array([17, 13]))"
14,"(array([90, 17]), array([23,  2]))"
14,"(array([ 37, 104]), array([35, 19]))"
14,"(array([68, 85]), array([ 9, 30]))"
14,"(array([85, 21]), array([10, 19]))"
14,"(array([96, 10]), array([98,  4]))"
14,"(array([ 6, 37]), array([56, 88]))"
14,"(array([ 32, 108]), array([111,  72]))"
14,"(array([64, 43]), array([103,   0]))"
14,"(array([80, 76]), array([26, 11]))"
14,"(array([ 6, 40]), array([86, 49]))"
14,"(array([109,  32]), array([24,  8]))"
14,"(array([61, 90]), array([ 6, 29]))"
14,"(array([48, 73]), array([11, 30]))"
14,"(array([43, 87]), array([27, 69]))"
14,"(array([91, 91]), array([11, 29]))"
14,"(array([28, 26]), array([71, 39]))"
140,"(array([71, 13]), array([50, 73]))"
140,"(array([35, 34]), array([90, 30]))"
140,"(array([104, 102]), array([106,  42]))"
140,"(array([76, 60]), array([ 58, 117]))"
140,"(array([93, 12]), array([43,  6]))"
140,"(array([25, 59]), array([86,  1]))"
140,"(array([94, 76]), array([5, 9]))"
140,"(array([118,  91]), array([ 6, 13]))"
140,"(array([ 1, 10]), array([113, 100]))"
140,"(array([4, 0]), array([88, 83]))"
140,"(array([61, 86]), array([79,  0]))"
140,"(array([18, 79]), array([0, 3]))"
140,"(array([20, 83]), array([64, 84]))"
140,"(array([80, 83]), array([38, 35]))"
140,"(array([38, 40]), array([40,  0]))"
140,"(array([ 0, 21]), array([113,  38]))"
140,"(array([30,  5]), array([ 6, 14]))"
140,"(array([ 9, 21]), array([41, 78]))"
140,"(array([74,  7]), array([31,  0]))"
140,"(array([ 3, 82]), array([77,  0]))"
140,"(array([91, 33]), array([ 0, 15]))"
141,"(array([64, 22]), array([35,  9]))"
141,"(array([ 31, 113]), array([35, 13]))"
141,"(array([28, 23]), array([89,  9]))"
141,"(array([42, 34]), array([ 2, 47]))"
141,"(array([116,  45]), array([ 15, 118]))"
141,"(array([ 10, 101]), array([109,  67]))"
141,"(array([  2, 113]), array([110,  19]))"
141,"(array([104,  70]), array([117,  10]))"
141,"(array([109,  14]), array([45, 94]))"
141,"(array([10, 40]), array([ 36, 105]))"
141,"(array([24, 19]), array([ 38, 115]))"
141,"(array([ 32, 106]), array([26, 48]))"
141,"(array([  1, 115]), array([23, 32]))"
141,"(array([ 2, 28]), array([ 18, 115]))"
141,"(array([61, 68]), array([ 22, 108]))"
141,"(array([ 41, 107]), array([51, 27]))"
141,"(array([116,  12]), array([108,  62]))"
141,"(array([ 58, 114]), array([109,  54]))"
141,"(array([ 63, 105]), array([ 0, 44]))"
141,"(array([ 72, 110]), array([83,  2]))"
141,"(array([ 60, 110]), array([85, 49]))"
141,"(array([72,  4]), array([89, 96]))"
141,"(array([109,  23]), array([83,  6]))"
141,"(array([111,  10]), array([98, 49]))"
141,"(array([98, 53]), array([ 11, 113]))"
141,"(array([99, 62]), array([67,  1]))"
141,"(array([72, 41]), array([ 18, 111]))"
141,"(array([111,  17]), array([24, 64]))"
141,"(array([70, 15]), array([18, 37]))"
141,"(array([ 70, 102]), array([33, 38]))"
141,"(array([ 55, 106]), array([37, 30]))"
141,"(array([ 9, 46]), array([115,   8]))"
141,"(array([36, 57]), array([48,  6]))"
141,"(array([65, 99]), array([66, 21]))"
141,"(array([ 45, 110]), array([49, 25]))"
141,"(array([86, 38]), array([ 52, 105]))"
141,"(array([ 6, 40]), array([ 59, 113]))"
141,"(array([19, 23]), array([ 57, 104]))"
141,"(array([ 21, 106]), array([16, 31]))"
141,"(array([78, 15]), array([112,  16]))"
141,"(array([ 39, 113]), array([30, 37]))"
141,"(array([ 32, 105]), array([18, 33]))"
141,"(array([  9, 100]), array([82, 45]))"
141,"(array([59, 98]), array([86, 32]))"
141,"(array([ 48, 101]), array([40, 22]))"
141,"(array([ 1, 24]), array([ 36, 112]))"
141,"(array([63, 62]), array([105,  44]))"
141,"(array([42, 96]), array([40, 34]))"
141,"(array([43, 56]), array([ 51, 115]))"
141,"(array([ 47, 114]), array([ 1, 18]))"
141,"(array([114,   6]), array([65, 62]))"
141,"(array([ 6, 36]), array([ 55, 108]))"
141,"(array([47,  5]), array([ 23, 108]))"
141,"(array([ 15, 111]), array([60, 55]))"
141,"(array([51, 99]), array([102,  74]))"
141,"(array([65, 62]), array([ 1, 16]))"
141,"(array([114,  51]), array([42, 97]))"
141,"(array([27, 27]), array([ 43, 113]))"
141,"(array([112,  18]), array([68,  5]))"
141,"(array([ 61, 112]), array([ 1, 47]))"
141,"(array([45,  7]), array([ 56, 103]))"
141,"(array([87,  8]), array([56, 67]))"
141,"(array([75, 59]), array([80, 64]))"
141,"(array([86, 32]), array([28, 56]))"
141,"(array([83, 17]), array([  9, 108]))"
141,"(array([  1, 114]), array([39, 14]))"
141,"(array([118,  12]), array([ 70, 112]))"
141,"(array([75, 43]), array([34, 15]))"
141,"(array([24, 20]), array([ 52, 101]))"
141,"(array([30, 37]), array([ 57, 114]))"
141,"(array([ 28, 112]), array([48, 11]))"
141,"(array([38, 91]), array([65, 62]))"
141,"(array([75, 51]), array([ 27, 108]))"
141,"(array([ 29, 102]), array([85, 28]))"
141,"(array([17, 20]), array([31, 98]))"
141,"(array([ 16, 114]), array([64, 15]))"
141,"(array([ 3, 41]), array([48, 87]))"
141,"(array([33, 16]), array([79,  3]))"
141,"(array([ 65, 102]), array([13, 32]))"
141,"(array([45,  4]), array([112,   2]))"
141,"(array([77, 15]), array([117,   0]))"
141,"(array([49, 88]), array([20, 48]))"
141,"(array([86, 26]), array([114,  21]))"
141,"(array([44, 31]), array([  5, 114]))"
141,"(array([24, 32]), array([49, 95]))"
141,"(array([113,   6]), array([ 24, 118]))"
141,"(array([110,  16]), array([76, 29]))"
141,"(array([ 44, 108]), array([66, 14]))"
141,"(array([87,  6]), array([ 40, 116]))"
141,"(array([118,  21]), array([95, 80]))"
141,"(array([16, 58]), array([ 27, 100]))"
141,"(array([ 49, 107]), array([ 33, 116]))"
141,"(array([  5, 115]), array([88, 96]))"
141,"(array([10, 99]), array([64, 22]))"
141,"(array([76, 33]), array([41, 99]))"
142,"(array([ 4, 27]), array([58, 38]))"
142,"(array([11, 27]), array([65, 10]))"
142,"(array([ 14, 111]), array([58, 43]))"
142,"(array([48, 39]), array([ 4, 65]))"
142,"(array([  6, 110]), array([93, 56]))"
142,"(array([50, 87]), array([90,  3]))"
142,"(array([ 20, 118]), array([105, 112]))"
142,"(array([ 23, 109]), array([78,  9]))"
142,"(array([ 68, 108]), array([  6, 100]))"
142,"(array([76, 16]), array([ 31, 111]))"
142,"(array([ 1, 96]), array([54, 26]))"
142,"(array([ 7, 96]), array([ 70, 114]))"
142,"(array([ 31, 109]), array([53, 27]))"
142,"(array([  3, 118]), array([76, 37]))"
142,"(array([81, 67]), array([ 8, 13]))"
142,"(array([58, 22]), array([ 63, 105]))"
142,"(array([ 10, 116]), array([105,  77]))"
142,"(array([112,  27]), array([59, 83]))"
142,"(array([ 78, 108]), array([83, 73]))"
142,"(array([ 8, 96]), array([52, 11]))"
142,"(array([ 70, 104]), array([81, 80]))"
142,"(array([ 5, 30]), array([89, 61]))"
142,"(array([ 63, 106]), array([100,  29]))"
142,"(array([ 75, 103]), array([  6, 107]))"
142,"(array([96,  7]), array([ 3, 11]))"
142,"(array([ 6, 36]), array([114,  33]))"
142,"(array([113,  22]), array([ 4, 21]))"
142,"(array([ 30, 107]), array([56, 41]))"
142,"(array([ 8, 96]), array([75, 58]))"
142,"(array([ 97, 108]), array([9, 2]))"
142,"(array([  4, 105]), array([ 64, 104]))"
142,"(array([ 52, 118]), array([65,  8]))"
142,"(array([97, 11]), array([ 26, 116]))"
142,"(array([ 0, 60]), array([ 23, 114]))"
142,"(array([106,  45]), array([ 91, 106]))"
142,"(array([63, 49]), array([112, 108]))"
142,"(array([ 74, 117]), array([54, 39]))"
142,"(array([88, 84]), array([ 4, 52]))"
142,"(array([ 23, 105]), array([ 3, 26]))"
142,"(array([11, 91]), array([ 99, 117]))"
142,"(array([47, 85]), array([112,  69]))"
142,"(array([12, 76]), array([115,  26]))"
142,"(array([ 5, 33]), array([44, 34]))"
142,"(array([ 8, 39]), array([69, 60]))"
142,"(array([69, 87]), array([ 7, 47]))"
142,"(array([90, 54]), array([ 13, 106]))"
142,"(array([ 2, 11]), array([97,  6]))"
142,"(array([91, 65]), array([  2, 118]))"
142,"(array([ 19, 105]), array([88, 52]))"
142,"(array([74, 49]), array([ 6, 41]))"
142,"(array([ 2, 96]), array([48, 16]))"
142,"(array([79, 52]), array([ 1, 46]))"
142,"(array([102,  53]), array([ 4, 25]))"
142,"(array([99, 69]), array([ 23, 112]))"
142,"(array([116,  19]), array([ 73, 112]))"
142,"(array([102, 116]), array([101,  41]))"
142,"(array([ 0, 83]), array([58, 16]))"
142,"(array([ 3, 94]), array([63, 21]))"
142,"(array([98, 55]), array([ 96, 112]))"
142,"(array([ 25, 103]), array([ 3, 70]))"
142,"(array([76, 57]), array([  3, 107]))"
142,"(array([ 7, 63]), array([81, 65]))"
142,"(array([ 32, 110]), array([89, 76]))"
142,"(array([ 91, 118]), array([110,  10]))"
142,"(array([ 10, 113]), array([77, 12]))"
142,"(array([114,  13]), array([ 0, 34]))"
142,"(array([105,  59]), array([ 12, 111]))"
142,"(array([48, 11]), array([ 99, 110]))"
142,"(array([116,  19]), array([ 88, 117]))"
142,"(array([86,  9]), array([ 4, 96]))"
142,"(array([10, 64]), array([66, 54]))"
142,"(array([ 93, 103]), array([97, 42]))"
142,"(array([14,  5]), array([104, 110]))"
142,"(array([  5, 102]), array([89, 56]))"
142,"(array([ 4, 54]), array([100,  46]))"
142,"(array([ 9, 90]), array([106,  50]))"
142,"(array([ 0, 46]), array([ 84, 114]))"
142,"(array([76, 52]), array([ 17, 111]))"
142,"(array([ 6, 57]), array([ 87, 111]))"
142,"(array([108,  24]), array([110, 110]))"
142,"(array([14, 85]), array([79, 75]))"
142,"(array([55, 34]), array([ 14, 111]))"
142,"(array([54, 38]), array([11, 77]))"
142,"(array([49, 13]), array([ 17, 107]))"
142,"(array([101,  62]), array([ 89, 106]))"
142,"(array([  8, 112]), array([109,  74]))"
142,"(array([105,  32]), array([ 80, 113]))"
142,"(array([ 28, 112]), array([93,  9]))"
142,"(array([113,  49]), array([ 9, 55]))"
142,"(array([54, 22]), array([ 25, 115]))"
142,"(array([99, 78]), array([100,   1]))"
142,"(array([15, 85]), array([108, 105]))"
142,"(array([101,  72]), array([ 2, 80]))"
142,"(array([ 25, 111]), array([116,  78]))"
142,"(array([92, 77]), array([ 84, 104]))"
142,"(array([97, 28]), array([ 15, 107]))"
142,"(array([93, 78]), array([12, 31]))"
142,"(array([4, 9]), array([107,  23]))"
142,"(array([0, 9]), array([92, 48]))"
143,"(array([114,  13]), array([116,  86]))"
143,"(array([25, 22]), array([94,  0]))"
143,"(array([56, 28]), array([ 5, 92]))"
143,"(array([31, 55]), array([112,  55]))"
143,"(array([104,  56]), array([36,  0]))"
143,"(array([108,  80]), array([ 3, 91]))"
143,"(array([110, 102]), array([16,  4]))"
143,"(array([ 45, 114]), array([ 1, 48]))"
143,"(array([76, 38]), array([103,   2]))"
143,"(array([113,  53]), array([60, 62]))"
144,"(array([109, 102]), array([ 77, 117]))"
144,"(array([104, 115]), array([45, 14]))"
144,"(array([104, 102]), array([77, 59]))"
144,"(array([109,  96]), array([77, 23]))"
144,"(array([49, 31]), array([106, 106]))"
144,"(array([104,  63]), array([98,  1]))"
144,"(array([  6, 107]), array([61, 48]))"
144,"(array([91, 13]), array([  8, 115]))"
144,"(array([110, 101]), array([97,  0]))"
144,"(array([ 78, 105]), array([  2, 118]))"
144,"(array([  7, 106]), array([91, 26]))"
144,"(array([ 75, 104]), array([116, 114]))"
144,"(array([80, 96]), array([117, 107]))"
144,"(array([117, 116]), array([80, 76]))"
144,"(array([105, 107]), array([93, 63]))"
144,"(array([104,  97]), array([86, 16]))"
144,"(array([113, 113]), array([90, 28]))"
144,"(array([93,  3]), array([111, 104]))"
144,"(array([70, 18]), array([113,  80]))"
144,"(array([104, 110]), array([90, 51]))"
144,"(array([65, 30]), array([45,  1]))"
144,"(array([88, 25]), array([105, 100]))"
144,"(array([109, 105]), array([103,  21]))"
144,"(array([  5, 114]), array([115, 114]))"
145,"(array([23, 38]), array([ 0, 98]))"
145,"(array([83, 70]), array([113,   6]))"
145,"(array([ 41, 118]), array([10, 86]))"
145,"(array([49, 96]), array([18, 72]))"
145,"(array([80, 16]), array([82, 39]))"
145,"(array([11,  8]), array([38, 85]))"
145,"(array([47, 62]), array([ 1, 90]))"
145,"(array([61, 68]), array([7, 3]))"
145,"(array([76, 63]), array([16, 47]))"
145,"(array([68, 66]), array([35,  3]))"
145,"(array([62, 15]), array([37, 42]))"
146,"(array([48, 17]), array([ 9, 71]))"
146,"(array([112,  12]), array([117, 116]))"
146,"(array([115,  74]), array([99, 20]))"
146,"(array([60, 24]), array([61, 84]))"
146,"(array([58, 30]), array([ 65, 105]))"
146,"(array([ 92, 110]), array([68, 44]))"
146,"(array([ 52, 108]), array([54, 10]))"
146,"(array([87, 14]), array([38, 73]))"
146,"(array([21, 88]), array([44, 39]))"
146,"(array([111,  31]), array([110,  89]))"
146,"(array([96, 26]), array([ 16, 107]))"
146,"(array([19,  7]), array([ 92, 112]))"
146,"(array([58, 39]), array([87, 85]))"
146,"(array([33, 91]), array([44, 25]))"
146,"(array([83, 98]), array([48,  1]))"
146,"(array([102,   7]), array([78, 92]))"
146,"(array([30, 47]), array([ 0, 80]))"
146,"(array([32,  7]), array([ 10, 110]))"
146,"(array([66, 91]), array([56, 13]))"
146,"(array([117,  37]), array([ 96, 106]))"
146,"(array([71, 21]), array([  3, 111]))"
146,"(array([83, 18]), array([73, 89]))"
146,"(array([51, 45]), array([ 76, 103]))"
146,"(array([80,  8]), array([91, 52]))"
146,"(array([ 0, 40]), array([19, 93]))"
146,"(array([62, 45]), array([ 50, 103]))"
146,"(array([33, 86]), array([101,  46]))"
146,"(array([42, 38]), array([114,  78]))"
146,"(array([ 1, 42]), array([ 91, 105]))"
146,"(array([19, 91]), array([89, 11]))"
146,"(array([74, 11]), array([24, 90]))"
146,"(array([37, 82]), array([101,   1]))"
146,"(array([104,  18]), array([ 1, 95]))"
146,"(array([46, 49]), array([ 48, 103]))"
146,"(array([117, 105]), array([46, 42]))"
146,"(array([79, 95]), array([ 2, 20]))"
146,"(array([ 71, 109]), array([105,  43]))"
146,"(array([39, 50]), array([26, 95]))"
146,"(array([42, 27]), array([49,  0]))"
146,"(array([85, 42]), array([ 13, 108]))"
146,"(array([13, 73]), array([74,  2]))"
146,"(array([105,  41]), array([ 12, 100]))"
146,"(array([81, 42]), array([32, 77]))"
146,"(array([110,  46]), array([108, 111]))"
146,"(array([30, 77]), array([ 0, 14]))"
146,"(array([76, 92]), array([  0, 105]))"
146,"(array([89, 31]), array([ 81, 110]))"
146,"(array([23, 15]), array([37, 75]))"
146,"(array([ 87, 109]), array([12, 49]))"
146,"(array([21, 43]), array([115,  94]))"
146,"(array([55, 98]), array([64, 43]))"
146,"(array([ 5, 30]), array([111, 118]))"
146,"(array([ 36, 102]), array([40, 16]))"
146,"(array([111,  79]), array([24, 41]))"
146,"(array([84, 43]), array([25, 44]))"
146,"(array([28, 89]), array([45, 22]))"
146,"(array([67, 90]), array([86, 41]))"
146,"(array([86, 35]), array([ 73, 111]))"
146,"(array([70,  9]), array([110, 110]))"
146,"(array([35, 48]), array([  5, 104]))"
146,"(array([18, 74]), array([28, 41]))"
146,"(array([ 37, 108]), array([100,  22]))"
146,"(array([ 1, 33]), array([28, 29]))"
146,"(array([103,  92]), array([50, 43]))"
146,"(array([42, 77]), array([82, 16]))"
146,"(array([21, 76]), array([43, 88]))"
146,"(array([95, 46]), array([88, 97]))"
146,"(array([106,  27]), array([ 96, 116]))"
146,"(array([69, 46]), array([68, 87]))"
146,"(array([ 66, 115]), array([71,  0]))"
146,"(array([118,  51]), array([ 0, 70]))"
146,"(array([79, 81]), array([59,  7]))"
146,"(array([33, 11]), array([ 22, 115]))"
146,"(array([118,  13]), array([  1, 107]))"
147,"(array([76, 81]), array([90,  9]))"
147,"(array([ 96, 111]), array([31,  1]))"
147,"(array([  6, 106]), array([ 8, 47]))"
147,"(array([57, 81]), array([26,  1]))"
147,"(array([39, 59]), array([5, 3]))"
147,"(array([50, 58]), array([107,  73]))"
148,"(array([51, 85]), array([116,  34]))"
148,"(array([45, 94]), array([118,  96]))"
148,"(array([47, 20]), array([101,  22]))"
148,"(array([ 91, 118]), array([60, 10]))"
148,"(array([ 83, 115]), array([ 8, 17]))"
148,"(array([ 5, 44]), array([97, 92]))"
148,"(array([ 84, 103]), array([ 3, 24]))"
148,"(array([15, 14]), array([77, 32]))"
148,"(array([34, 16]), array([107,  71]))"
148,"(array([89, 86]), array([33, 24]))"
